before	IN	O	O
methylxanthines	NNS	G	G
such	JJ	O	O
as	IN	O	O
caffeine	NN	D	D
and	CC	O	O
theophylline	NN	D	D
.	.	.	.

in	IN	O	O
the	DT	O	O
presence	NN	O	O
of	IN	O	O
these	DT	O	O
methylxanthines	NNS	G	O
","	","	O	O
larger	JJR	O	O
doses	NNS	O	O
of	IN	O	O
adenosine	NN	D	D
may	MD	O	O
be	VB	O	O
required	VBN	O	O
or	CC	O	O
adenosine	NN	D	D
may	MD	O	O
not	RB	O	O
be	VB	O	O
effective	JJ	O	O
.	.	.	.

adenosine	NN	D	O
effects	NNS	O	O
are	VBP	O	O
potentiated	VBN	O	O
by	IN	O	O
dipyridamole	NN	D	D
.	.	.	.

thus	RB	O	O
","	","	O	O
smaller	JJR	O	O
doses	NNS	O	O
of	IN	O	O
adenosine	NN	D	D
may	MD	O	O
be	VB	O	O
effective	JJ	O	O
in	IN	O	O
the	DT	O	O
presence	NN	O	O
of	IN	O	O
dipyridamole	NN	D	D
.	.	.	.

carbamazepine	NNP	D	D
has	VBZ	O	O
been	VBN	O	O
reported	VBN	O	O
to	TO	O	O
increase	VB	O	O
the	DT	O	O
degree	NN	O	O
of	IN	O	O
heart	NN	O	O
block	NN	O	O
produced	VBN	O	O
by	IN	O	O
other	JJ	O	O
agents	NNS	O	O
.	.	.	.

as	IN	O	O
the	DT	O	O
primary	JJ	O	O
effect	NN	O	O
of	IN	O	O
adenosine	NN	D	D
is	VBZ	O	O
to	TO	O	O
decrease	VB	O	O
conduction	NN	O	O
through	IN	O	O
the	DT	O	O
a-v	NN	O	O
node	NN	O	O
","	","	O	O
higher	JJR	O	O
degrees	NNS	O	O
of	IN	O	O
heart	NN	O	O
block	NN	O	O
may	MD	O	O
be	VB	O	O
produced	VBN	O	O
in	IN	O	O
the	DT	O	O
presence	NN	O	O
of	IN	O	O
carbamazepine	NN	D	D
.	.	.	.

co-administration	NN	O	O
with	IN	O	O
antifungal	JJ	O	G
agents	NNS	O	O
such	JJ	O	O
as	IN	O	O
ketoconazole	NN	D	D
or	CC	O	O
itraconazole	NN	D	D
is	VBZ	O	O
not	RB	O	O
recommended	VBN	O	O
.	.	.	.

nafazodone	NNP	D	D
","	","	O	O
fluvoxamine	NN	D	D
","	","	O	O
cimetidine	NN	D	D
-lrb-	-LRB-	O	O
consider	VB	O	O
xanax	NNP	B	O
dose	NN	O	O
reduction	NN	O	O
-rrb-	-RRB-	O	O
.	.	.	.

fluoxetine	NNP	D	D
","	","	O	O
ocs	NNP	G	O
","	","	O	O
sertraline	NN	D	D
","	","	O	O
diltiazem	NN	D	D
","	","	O	O
macrolide	NN	O	O
antibiotics	NNS	G	G
-lrb-	-LRB-	O	O
exercise	NN	O	O
caution	NN	O	O
-rrb-	-RRB-	O	O
.	.	.	.

no	DT	O	O
drug	NN	D	O
interaction	NN	O	O
studies	NNS	O	O
were	VBD	O	O
performed	VBN	O	O
.	.	.	.

no	DT	O	O
in	FW	O	O
vitro	FW	O	O
metabolism	NN	O	O
studies	NNS	O	O
were	VBD	O	O
performed	VBN	O	O
.	.	.	.

dexamethasone	NN	D	D
:	:	O	O
steady-state	JJ	O	O
trough	NN	O	O
concentrations	NNS	O	O
of	IN	O	O
albendazole	NN	D	O
sulfoxide	NN	O	O
were	VBD	O	O
about	IN	O	O
56	CD	O	O
%	NN	O	O
higher	JJR	O	O
when	WRB	O	O
8	CD	O	O
mg	NN	O	O
dexamethasone	NN	D	D
was	VBD	O	O
coadministered	VBN	O	O
with	IN	O	O
each	DT	O	O
dose	NN	O	O
of	IN	O	O
albendazole	NN	D	D
-lrb-	-LRB-	O	O
15	CD	O	O
mg/kg/day	NN	O	O
-rrb-	-RRB-	O	O
in	IN	O	O
eight	CD	O	O
neurocysticercosis	NN	O	O
patients	NNS	O	O
.	.	.	.

praziquantel	NNP	D	D
:	:	O	O
in	IN	O	O
the	DT	O	O
fed	NN	O	O
state	NN	O	O
","	","	O	O
praziquantel	NN	D	D
-lrb-	-LRB-	O	O
40	CD	O	O
mg/kg	NN	O	O
-rrb-	-RRB-	O	O
increased	VBD	O	O
mean	JJ	O	O
maximum	NN	O	O
plasma	NN	O	O
concentration	NN	O	O
and	CC	O	O
area	NN	O	O
under	IN	O	O
the	DT	O	O
curve	NN	O	O
of	IN	O	O
albendazole	NN	D	O
sulfoxide	NN	O	O
by	IN	O	O
about	IN	O	O
50	CD	O	O
%	NN	O	O
in	IN	O	O
healthy	JJ	O	O
subjects	NNS	O	O
-lrb-	-LRB-	O	O
n	NN	O	O
=	JJ	O	O
10	CD	O	O
-rrb-	-RRB-	O	O
compared	VBN	O	O
with	IN	O	O
a	DT	O	O
separate	JJ	O	O
group	NN	O	O
of	IN	O	O
subjects	NNS	O	O
-lrb-	-LRB-	O	O
n	NN	O	O
=	JJ	O	O
6	CD	O	O
-rrb-	-RRB-	O	O
given	VBN	O	O
albendazole	NN	D	D
alone	RB	O	O
.	.	.	.

mean	NN	O	O
t	NN	O	O
max	NN	O	O
and	CC	O	O
mean	VB	O	O
plasma	NN	O	O
elimination	NN	O	O
half-life	NN	O	O
of	IN	O	O
albendazole	NN	D	D
sulfoxide	NN	O	O
were	VBD	O	O
unchanged	JJ	O	O
.	.	.	.

the	DT	O	O
pharmacokinetics	NNS	O	O
of	IN	O	O
praziquantel	NN	D	D
were	VBD	O	O
unchanged	JJ	O	O
following	VBG	O	O
coadministration	NN	O	O
with	IN	O	O
albendazole	NN	D	D
-lrb-	-LRB-	O	O
400	CD	O	O
mg	NN	O	O
-rrb-	-RRB-	O	O
.	.	.	.

cimetidine	NNP	D	D
:	:	O	O
albendazole	NNP	O	O
sulfoxide	NN	O	O
concentrations	NNS	O	O
in	IN	O	O
bile	NN	O	O
and	CC	O	O
cystic	JJ	O	O
fluid	NN	O	O
were	VBD	O	O
increased	VBN	O	O
-lrb-	-LRB-	O	O
about	IN	O	O
2-fold	JJ	O	O
-rrb-	-RRB-	O	O
in	IN	O	O
hydatid	NN	O	O
cyst	NN	O	O
patients	NNS	O	O
treated	VBN	O	O
with	IN	O	O
cimetidine	NN	D	D
-lrb-	-LRB-	O	O
10	CD	O	O
mg/kg/day	NN	O	O
-rrb-	-RRB-	O	O
-lrb-	-LRB-	O	O
n	NN	O	O
=	JJ	O	O
7	CD	O	O
-rrb-	-RRB-	O	O
compared	VBN	O	O
with	IN	O	O
albendazole	NN	D	D
-lrb-	-LRB-	O	O
20	CD	O	O
mg/kg/day	NN	O	O
-rrb-	-RRB-	O	O
alone	RB	O	O
-lrb-	-LRB-	O	O
n	NN	O	O
=	JJ	O	O
12	CD	O	O
-rrb-	-RRB-	O	O
.	.	.	.

albendazole	NNP	O	O
sulfoxide	NN	O	O
plasma	NN	O	O
concentrations	NNS	O	O
were	VBD	O	O
unchanged	JJ	O	O
4	CD	O	O
hours	NNS	O	O
after	IN	O	O
dosing	NN	O	O
.	.	.	.

theophylline	NNP	D	D
:	:	O	O
the	DT	O	O
pharmacokinetics	NNS	O	O
of	IN	O	O
theophylline	NN	D	D
-lrb-	-LRB-	O	O
aminophylline	NN	D	B
5.8	CD	O	O
mg/kg	NN	O	O
infused	VBD	O	O
over	IN	O	O
20	CD	O	O
minutes	NNS	O	O
-rrb-	-RRB-	O	O
were	VBD	O	O
unchanged	JJ	O	O
following	VBG	O	O
a	DT	O	O
single	JJ	O	O
oral	JJ	O	O
dose	NN	O	O
of	IN	O	O
albendazole	NN	D	D
-lrb-	-LRB-	O	O
400	CD	O	O
mg	NN	O	O
-rrb-	-RRB-	O	O
in	IN	O	O
6	CD	O	O
healthy	JJ	O	O
subjects	NNS	O	O
.	.	.	.

no	DT	O	O
information	NN	O	O
provided	VBN	O	O
.	.	.	.

proleukin	NNP	B	D
may	MD	O	O
affect	VB	O	O
central	JJ	O	O
nervous	JJ	O	O
function	NN	O	O
.	.	.	.

therefore	RB	O	O
","	","	O	O
interactions	NNS	O	O
could	MD	O	O
occur	VB	O	O
following	VBG	O	O
concomitant	JJ	O	O
administration	NN	O	O
of	IN	O	O
psychotropic	JJ	O	O
drugs	NNS	D	D
-lrb-	-LRB-	O	O
e.g.	FW	O	O
","	","	O	O
narcotics	NNS	G	G
","	","	O	O
analgesics	NNS	G	G
","	","	O	O
antiemetics	NNS	G	G
","	","	O	O
sedatives	NNS	G	G
","	","	O	O
tranquilizers	NNS	G	G
-rrb-	-RRB-	O	O
.	.	.	.

concurrent	JJ	O	O
administration	NN	O	O
of	IN	O	O
drugs	NNS	D	D
possessing	VBG	O	O
nephrotoxic	JJ	O	O
-lrb-	-LRB-	O	O
e.g.	FW	O	O
","	","	O	O
aminoglycosides	NNS	G	G
","	","	O	O
indomethacin	NN	D	D
-rrb-	-RRB-	O	O
","	","	O	O
myelotoxic	JJ	O	O
-lrb-	-LRB-	O	O
e.g.	FW	O	O
","	","	O	O
cytotoxic	JJ	G	O
chemotherapy	NN	O	O
-rrb-	-RRB-	O	O
","	","	O	O
cardiotoxic	JJ	O	O
-lrb-	-LRB-	O	O
e.g.	FW	O	O
","	","	O	O
doxorubicin	NN	D	D
-rrb-	-RRB-	O	O
or	CC	O	O
hepatotoxic	JJ	O	O
-lrb-	-LRB-	O	O
e.g.	FW	O	O
","	","	O	O
methotrexate	NN	D	D
","	","	O	O
asparaginase	NN	D	D
-rrb-	-RRB-	O	O
effects	NNS	O	O
with	IN	O	O
proleukin	NN	B	D
may	MD	O	O
increase	VB	O	O
toxicity	NN	O	O
in	IN	O	O
these	DT	O	O
organ	NN	O	O
systems	NNS	O	O
.	.	.	.

the	DT	O	O
safety	NN	O	O
and	CC	O	O
efficacy	NN	O	O
of	IN	O	O
proleukin	NNP	B	B
in	IN	O	O
combination	NN	O	O
with	IN	O	O
any	DT	O	O
antineoplastic	JJ	O	O
agents	NNS	O	O
have	VBP	O	O
not	RB	O	O
been	VBN	O	O
established	VBN	O	O
.	.	.	.

in	IN	O	O
addition	NN	O	O
","	","	O	O
reduced	VBD	O	O
kidney	NN	O	O
and	CC	O	O
liver	NN	O	O
function	NN	O	O
secondary	JJ	O	O
to	TO	O	O
proleukin	NN	B	O
treatment	NN	O	O
may	MD	O	O
delay	VB	O	O
elimination	NN	O	O
of	IN	O	O
concomitant	JJ	O	O
medications	NNS	O	O
and	CC	O	O
increase	VB	O	O
the	DT	O	O
risk	NN	O	O
of	IN	O	O
adverse	JJ	O	O
events	NNS	O	O
from	IN	O	O
those	DT	O	O
drugs	NNS	D	D
.	.	.	.

hypersensitivity	NN	O	O
reactions	NNS	O	O
have	VBP	O	O
been	VBN	O	O
reported	VBN	O	O
in	IN	O	O
patients	NNS	O	O
receiving	VBG	O	O
combination	NN	O	O
regimens	NNS	O	O
containing	VBG	O	O
sequential	JJ	O	O
high	JJ	O	O
dose	NN	O	O
proleukin	NN	B	O
and	CC	O	O
antineoplastic	JJ	O	O
agents	NNS	O	O
","	","	O	O
specifically	RB	O	O
","	","	O	O
dacarbazine	NN	D	O
","	","	O	O
cis-platinum	NN	D	D
","	","	O	O
tamoxifen	NN	D	O
and	CC	O	O
interferon-alfa	NN	D	O
.	.	.	.

these	DT	O	O
reactions	NNS	O	O
consisted	VBD	O	O
of	IN	O	O
erythema	NN	O	O
","	","	O	O
pruritus	NN	O	O
","	","	O	O
and	CC	O	O
hypotension	NN	O	O
and	CC	O	O
occurred	VBD	O	O
within	IN	O	O
hours	NNS	O	O
of	IN	O	O
administration	NN	O	O
of	IN	O	O
chemotherapy	NN	O	D
.	.	.	.

these	DT	O	O
events	NNS	O	O
required	VBN	O	O
medical	JJ	O	O
intervention	NN	O	O
in	IN	O	O
some	DT	O	O
patients	NNS	O	O
.	.	.	.

myocardial	JJ	O	O
injury	NN	O	O
","	","	O	O
including	VBG	O	O
myocardial	JJ	O	O
infarction	NN	O	O
","	","	O	O
myocarditis	NN	O	O
","	","	O	O
ventricular	JJ	O	O
hypokinesia	NN	O	O
","	","	O	O
and	CC	O	O
severe	JJ	O	O
rhabdomyolysis	NN	O	O
appear	VBP	O	O
to	TO	O	O
be	VB	O	O
increased	VBN	O	O
in	IN	O	O
patients	NNS	O	O
receiving	VBG	O	O
proleukin	NNP	B	B
and	CC	O	O
interferon-alfa	JJ	D	O
concurrently	RB	O	O
.	.	.	.

exacerbation	NN	O	D
or	CC	O	O
the	DT	O	O
initial	JJ	O	O
presentation	NN	O	O
of	IN	O	O
a	DT	O	O
number	NN	O	O
of	IN	O	O
autoimmune	JJ	O	O
and	CC	O	O
inflammatory	JJ	O	O
disorders	NNS	O	O
has	VBZ	O	O
been	VBN	O	O
observed	VBN	O	O
following	VBG	O	O
concurrent	JJ	O	O
use	NN	O	O
of	IN	O	O
interferon-alfa	NN	D	D
and	CC	O	O
proleukin	NN	B	O
","	","	O	O
including	VBG	O	O
crescentic	JJ	O	O
iga	NN	O	O
glomerulonephritis	NN	O	O
","	","	O	O
oculo-bulbar	JJ	O	O
myasthenia	NN	O	O
gravis	NN	O	O
","	","	O	O
inflammatory	JJ	O	O
arthritis	NN	O	O
","	","	O	O
thyroiditis	NN	O	O
","	","	O	O
bullous	JJ	O	O
pemphigoid	NN	O	O
","	","	O	O
and	CC	O	O
stevens-johnson	NN	O	O
syndrome	NN	O	O
.	.	.	.

although	IN	O	O
glucocorticoids	NNS	G	O
have	VBP	O	O
been	VBN	O	O
shown	VBN	O	O
to	TO	O	O
reduce	VB	O	O
proleukin-induced	JJ	O	O
side	JJ	O	O
effects	NNS	O	O
including	VBG	O	O
fever	NN	O	O
","	","	O	O
renal	JJ	O	O
insufficiency	NN	O	O
","	","	O	O
hyperbilirubinemia	NN	O	O
","	","	O	O
confusion	NN	O	O
","	","	O	O
and	CC	O	O
dyspnea	NN	O	O
","	","	O	O
concomitant	JJ	O	O
administration	NN	O	O
of	IN	O	O
these	DT	O	O
agents	NNS	O	O
with	IN	O	O
proleukin	NN	B	D
may	MD	O	O
reduce	VB	O	O
the	DT	O	O
antitumor	NN	O	O
effectiveness	NN	O	O
of	IN	O	O
proleukin	NNP	B	B
and	CC	O	O
thus	RB	O	O
should	MD	O	O
be	VB	O	O
avoided	VBN	O	O
.	.	.	.

12	CD	O	O
beta-blockers	NNS	G	O
and	CC	O	O
other	JJ	O	O
antihypertensives	NNS	G	G
may	MD	O	O
potentiate	VB	O	O
the	DT	O	O
hypotension	NN	O	O
seen	VBN	O	O
with	IN	O	O
proleukin	NN	B	D
.	.	.	.

delayed	VBN	O	O
adverse	JJ	O	O
reactions	NNS	O	O
to	TO	O	O
iodinated	NNP	O	O
contrast	NNP	O	O
media	NNP	O	O
:	:	O	O
a	NNP	O	O
review	NN	O	O
of	IN	O	O
the	DT	O	O
literature	NN	O	O
revealed	VBD	O	O
that	IN	O	O
12.6	CD	O	O
%	NN	O	O
-lrb-	-LRB-	O	O
range	NN	O	O
28-Nov	CD	O	O
%	NN	O	O
-rrb-	-RRB-	O	O
of	IN	O	O
501	CD	O	O
patients	NNS	O	O
treated	VBN	O	O
with	IN	O	O
various	JJ	O	O
interleukin-2	NN	D	O
containing	VBG	O	O
regimens	NNS	O	O
who	WP	O	O
were	VBD	O	O
subsequently	RB	O	O
administered	VBN	O	O
radiographic	JJ	O	O
iodinated	VBN	O	O
contrast	NN	O	O
media	NNS	O	O
experienced	VBD	O	O
acute	JJ	O	O
","	","	O	O
atypical	JJ	O	O
adverse	JJ	O	O
reactions	NNS	O	O
.	.	.	.

the	DT	O	O
onset	NN	O	O
of	IN	O	O
symptoms	NNS	O	O
usually	RB	O	O
occurred	VBD	O	O
within	IN	O	O
hours	NNS	O	O
-lrb-	-LRB-	O	O
most	RBS	O	O
commonly	RB	O	O
1	CD	O	O
to	TO	O	O
4	CD	O	O
hours	NNS	O	O
-rrb-	-RRB-	O	O
following	VBG	O	O
the	DT	O	O
administration	NN	O	O
of	IN	O	O
contrast	NN	O	O
media	NNS	O	O
.	.	.	.

these	DT	O	O
reactions	NNS	O	O
include	VBP	O	O
fever	NN	O	O
","	","	O	O
chills	NNS	O	O
","	","	O	O
nausea	NN	O	O
","	","	O	O
vomiting	VBG	O	O
","	","	O	O
pruritus	NN	O	O
","	","	O	O
rash	NN	O	O
","	","	O	O
diarrhea	NN	O	O
","	","	O	O
hypotension	NN	O	O
","	","	O	O
edema	NN	O	O
","	","	O	O
and	CC	O	O
oliguria	NN	O	D
.	.	.	.

some	DT	O	O
clinicians	NNS	O	O
have	VBP	O	O
noted	VBN	O	O
that	IN	O	O
these	DT	O	O
reactions	NNS	O	O
resemble	VBP	O	O
the	DT	O	O
immediate	JJ	O	O
side	JJ	O	O
effects	NNS	O	O
caused	VBN	O	O
by	IN	O	O
interleukin-2	NN	D	O
administration	NN	O	O
","	","	O	O
however	RB	O	O
the	DT	O	O
cause	NN	O	O
of	IN	O	O
contrast	NN	O	O
reactions	NNS	O	O
after	IN	O	O
interleukin-2	NN	D	O
therapy	NN	O	O
is	VBZ	O	O
unknown	JJ	O	O
.	.	.	.

most	JJS	O	O
events	NNS	O	O
were	VBD	O	O
reported	VBN	O	O
to	TO	O	O
occur	VB	O	O
when	WRB	O	O
contrast	NN	O	O
media	NNS	O	O
was	VBD	O	O
given	VBN	O	O
within	IN	O	O
4	CD	O	O
weeks	NNS	O	O
after	IN	O	O
the	DT	O	O
last	JJ	O	O
dose	NN	O	O
of	IN	O	O
interleukin-2	NN	D	D
.	.	.	.

these	DT	O	O
events	NNS	O	O
were	VBD	O	O
also	RB	O	O
reported	VBN	O	O
to	TO	O	O
occur	VB	O	O
when	WRB	O	O
contrast	NN	O	O
media	NNS	O	O
was	VBD	O	O
given	VBN	O	O
several	JJ	O	O
months	NNS	O	O
after	IN	O	O
interleukin-2	NN	D	D
treatment	NN	O	O
.	.	.	.

no	DT	O	O
formal	JJ	O	O
interaction	NN	O	O
studies	NNS	O	O
have	VBP	O	O
been	VBN	O	O
performed	VBN	O	O
.	.	.	.

the	DT	O	O
duration	NN	O	O
of	IN	O	O
the	DT	O	O
period	NN	O	O
following	VBG	O	O
treatment	NN	O	O
with	IN	O	O
amevive	NN	B	B
before	IN	O	O
one	CD	O	O
should	MD	O	O
consider	VB	O	O
starting	VBG	O	O
other	JJ	O	O
immunosuppressive	JJ	G	O
therapy	NN	O	O
has	VBZ	O	O
not	RB	O	O
been	VBN	O	O
evaluated	VBN	O	O
.	.	.	.

carcinogenesis	NN	O	O
","	","	O	O
mutagenesis	NN	O	O
","	","	O	O
and	CC	O	O
fertility	NN	O	O
.	.	.	.

in	IN	O	O
a	DT	O	O
chronic	JJ	O	O
toxicity	NN	O	O
study	NN	O	O
","	","	O	O
cynomolgus	NN	O	O
monkeys	NNS	O	O
were	VBD	O	O
dosed	VBN	O	O
weekly	RB	O	O
for	IN	O	O
52	CD	O	O
weeks	NNS	O	O
with	IN	O	O
intravenous	JJ	O	O
alefacept	NN	D	D
at	IN	O	O
1	CD	O	O
mg/kg/dose	NN	O	O
or	CC	O	O
20	CD	O	O
mg/kg/dose	NN	O	O
.	.	.	.

one	CD	O	O
animal	NN	O	O
in	IN	O	O
the	DT	O	O
high	JJ	O	O
dose	NN	O	O
group	NN	O	O
developed	VBD	O	O
a	DT	O	O
b-cell	NN	O	O
lymphoma	NN	O	O
that	WDT	O	O
was	VBD	O	O
detected	VBN	O	O
after	IN	O	O
28	CD	O	O
weeks	NNS	O	O
of	IN	O	O
dosing	NN	O	O
.	.	.	.

additional	JJ	O	O
animals	NNS	O	O
in	IN	O	O
both	DT	O	O
dose	NN	O	O
groups	NNS	O	O
developed	VBD	O	O
b-cell	NN	O	O
hyperplasia	NN	O	O
of	IN	O	O
the	DT	O	O
spleen	NN	O	O
and	CC	O	O
lymph	NN	O	O
nodes	NNS	O	O
.	.	.	.

all	DT	O	O
animals	NNS	O	O
in	IN	O	O
the	DT	O	O
study	NN	O	O
were	VBD	O	O
positive	JJ	O	O
for	IN	O	O
an	DT	O	O
endemic	JJ	O	O
primate	JJ	O	O
gammaherpes	NNS	O	O
virus	NN	O	O
also	RB	O	O
known	VBN	O	O
as	IN	O	O
lymphocryptovirus	NN	O	O
-lrb-	-LRB-	O	O
lcv	NN	O	O
-rrb-	-RRB-	O	O
.	.	.	.

latent	JJ	O	O
lcv	NN	O	O
infection	NN	O	O
is	VBZ	O	O
generally	RB	O	O
asymptomatic	JJ	O	O
","	","	O	O
but	CC	O	O
can	MD	O	O
lead	VB	O	O
to	TO	O	O
b-cell	NN	O	O
lymphomas	NNS	O	O
when	WRB	O	O
animals	NNS	O	O
are	VBP	O	O
immune	JJ	O	O
suppressed	VBN	O	O
.	.	.	.

in	IN	O	O
a	DT	O	O
separate	JJ	O	O
study	NN	O	O
","	","	O	O
baboons	NNS	O	O
given	VBN	O	O
3	CD	O	O
doses	NNS	O	O
of	IN	O	O
alefacept	NN	D	D
at	IN	O	O
1	CD	O	O
mg/kg	NN	O	O
every	DT	O	O
8	CD	O	O
weeks	NNS	O	O
were	VBD	O	O
found	VBN	O	O
to	TO	O	O
have	VB	O	O
centroblast	NN	O	O
proliferation	NN	O	O
in	IN	O	O
b-cell	NN	O	O
dependent	JJ	O	O
areas	NNS	O	O
in	IN	O	O
the	DT	O	O
germinal	JJ	O	O
centers	NNS	O	O
of	IN	O	O
the	DT	O	O
spleen	NN	O	O
following	VBG	O	O
a	DT	O	O
116-day	JJ	O	O
washout	NN	O	O
period	NN	O	O
.	.	.	.

the	DT	O	O
role	NN	O	O
of	IN	O	O
amevive	NNP	B	B
in	IN	O	O
the	DT	O	O
development	NN	O	O
of	IN	O	O
the	DT	O	O
lymphoid	JJ	O	O
malignancy	NN	O	O
and	CC	O	O
the	DT	O	O
hyperplasia	NN	O	O
observed	VBN	O	O
in	IN	O	O
non-human	JJ	O	O
primates	NNS	O	O
and	CC	O	O
the	DT	O	O
relevance	NN	O	O
to	TO	O	O
humans	NNS	O	O
is	VBZ	O	O
unknown	JJ	O	O
.	.	.	.

immunodeficiency-associated	JJ	O	O
lymphocyte	NN	O	O
disorders	NNS	O	O
-lrb-	-LRB-	O	O
plasmacytic	JJ	O	O
hyperplasia	NN	O	O
","	","	O	O
polymorphic	JJ	O	O
proliferation	NN	O	O
","	","	O	O
and	CC	O	O
b-cell	NN	O	O
lymphomas	NNS	O	O
-rrb-	-RRB-	O	O
occur	VBP	O	O
in	IN	O	O
patients	NNS	O	O
who	WP	O	O
have	VBP	O	O
congenital	JJ	O	O
or	CC	O	O
acquired	VBN	O	O
immunodeficiencies	NNS	O	O
including	VBG	O	O
those	DT	O	O
resulting	VBG	O	O
from	IN	O	O
immunosuppressive	JJ	G	O
therapy	NN	O	O
.	.	.	.

no	DT	O	O
carcinogenicity	NN	O	O
or	CC	O	O
fertility	NN	O	O
studies	NNS	O	O
were	VBD	O	O
conducted	VBN	O	O
.	.	.	.

mutagenicity	NN	O	O
studies	NNS	O	O
were	VBD	O	O
conducted	VBN	O	O
in	FW	O	O
vitro	FW	O	O
and	CC	O	O
in	FW	O	O
vivo	FW	O	O
;	:	O	O
.	.	.	.

no	DT	O	O
evidence	NN	O	O
of	IN	O	O
mutagenicity	NN	O	O
was	VBD	O	O
observed	VBN	O	O
.	.	.	.

pregnancy	NN	O	O
-lrb-	-LRB-	O	O
category	NN	O	O
b	NN	O	O
-rrb-	-RRB-	O	O
.	.	.	.

women	NNS	O	O
of	IN	O	O
childbearing	JJ	O	O
potential	JJ	O	O
make	VB	O	O
up	RP	O	O
a	DT	O	O
considerable	JJ	O	O
segment	NN	O	O
of	IN	O	O
the	DT	O	O
patient	NN	O	O
population	NN	O	O
affected	VBN	O	O
by	IN	O	O
psoriasis	NN	O	O
.	.	.	.

since	IN	O	O
the	DT	O	O
effect	NN	O	O
of	IN	O	O
amevive	NNP	B	B
on	IN	O	O
pregnancy	NN	O	O
and	CC	O	O
fetal	JJ	O	O
development	NN	O	O
","	","	O	O
including	VBG	O	O
immune	JJ	O	O
system	NN	O	O
development	NN	O	O
