orencia,NNP,B
:,:,O
mtx,NNP,D
",",",",O
nsaids,NNS,G
",",",",O
corticosteroids,NNS,G
",",",",O
tnf,NN,O
blocking,VBG,O
agents,NNS,O
",",",",O
azathioprine,NN,D
",",",",O
chloroquine,NN,D
",",",",O
gold,NN,D
",",",",O
hydroxychloroquine,NN,D
",",",",O
leflunomide,NN,D
",",",",O
sulfasalazine,NN,D
",",",",O
and,CC,O
anakinra,NN,D
.,.,.
,,
concurrent,JJ,O
administration,NN,O
of,IN,O
a,DT,O
tnf,NN,O
antagonist,NN,O
with,IN,O
orencia,NNP,B
has,VBZ,O
been,VBN,O
associated,VBN,O
with,IN,O
an,DT,O
increased,VBN,O
risk,NN,O
of,IN,O
serious,JJ,O
infections,NNS,O
and,CC,O
no,DT,O
significant,JJ,O
additional,JJ,O
efficacy,NN,O
over,IN,O
use,NN,O
of,IN,O
the,DT,O
tnf,NN,O
antagonists,NNS,O
alone,RB,O
.,.,.
,,
concurrent,JJ,O
therapy,NN,O
with,IN,O
orencia,NN,B
and,CC,O
tnf,NN,O
antagonists,NNS,O
is,VBZ,O
not,RB,O
recommended,VBN,O
.,.,.
,,
there,EX,O
is,VBZ,O
insufficient,JJ,O
experience,NN,O
to,TO,O
assess,VB,O
the,DT,O
safety,NN,O
and,CC,O
efficacy,NN,O
of,IN,O
orencia,NNP,B
administered,VBN,O
concurrently,RB,O
with,IN,O
anakinra,NN,D
",",",",O
and,CC,O
therefore,RB,O
such,JJ,O
use,NN,O
is,VBZ,O
not,RB,O
recommended,VBN,O
.,.,.
,,
formal,JJ,O
drug,NN,D
interaction,NN,O
studies,NNS,O
with,IN,O
abciximab,NNP,D
have,VBP,O
not,RB,O
been,VBN,O
conducted,VBN,O
.,.,.
,,
abciximab,NNP,D
has,VBZ,O
been,VBN,O
administered,VBN,O
to,TO,O
patients,NNS,O
with,IN,O
ischemic,JJ,O
heart,NN,O
disease,NN,O
treated,VBN,O
concomitantly,RB,O
with,IN,O
a,DT,O
broad,JJ,O
range,NN,O
of,IN,O
medications,NNS,O
used,VBN,O
in,IN,O
the,DT,O
treatment,NN,O
of,IN,O
angina,NN,O
myocardial,JJ,O
infarction,NN,O
and,CC,O
hypertension,NN,O
.,.,.
,,
these,DT,O
medications,NNS,O
have,VBP,O
included,VBN,O
heparin,NN,D
",",",",O
warfarin,NN,D
",",",",O
beta-adrenergic,JJ,O
receptor,NN,D
blockers,NNS,O
",",",",O
calcium,NN,D
channel,NN,O
antagonists,NNS,O
",",",",O
angiotensin,NN,O
converting,VBG,O
enzyme,NN,O
inhibitors,NNS,O
",",",",O
intravenous,JJ,O
and,CC,O
oral,JJ,O
nitrates,NNS,G
",",",",O
ticlopidine,NN,D
",",",",O
and,CC,O
aspirin,NN,B
.,.,.
,,
heparin,NN,D
",",",",O
other,JJ,O
anticoagulants,NNS,G
",",",",O
thrombolytics,NNS,G
",",",",O
and,CC,O
anti,JJ,O
platelet,NN,O
agents,NNS,O
are,VBP,O
associated,VBN,O
with,IN,O
an,DT,O
increase,NN,O
in,IN,O
bleeding,NN,O
.,.,.
,,
patients,NNS,O
with,IN,O
haca,NN,O
titers,NNS,O
may,MD,O
have,VB,O
allergic,JJ,O
or,CC,O
hypersensitivity,NN,O
reactions,NNS,O
when,WRB,O
treated,VBN,O
with,IN,O
other,JJ,O
diagnostic,JJ,O
or,CC,O
therapeutic,JJ,O
monoclonal,JJ,O
antibodies,NNS,G
.,.,.
,,
the,DT,O
concomitant,JJ,O
intake,NN,O
of,IN,O
alcohol,NN,D
and,CC,O
acamprosate,NN,D
does,VBZ,O
not,RB,O
affect,VB,O
the,DT,O
pharmacokinetics,NNS,O
of,IN,O
either,CC,O
alcohol,NN,D
or,CC,O
acamprosate,NN,D
.,.,.
,,
pharmacokinetic,JJ,O
studies,NNS,O
indicate,VBP,O
that,IN,O
administration,NN,O
of,IN,O
disulfiram,NN,D
or,CC,O
diazepam,NN,D
does,VBZ,O
not,RB,O
affect,VB,O
the,DT,O
pharmacokinetics,NNS,O
of,IN,O
acamprosate,NN,D
.,.,.
,,
co-administration,NN,O
of,IN,O
naltrexone,NN,D
with,IN,O
acamprosate,NNP,D
produced,VBD,O
a,DT,O
25,CD,O
%,NN,O
increase,NN,O
in,IN,O
auc,NN,O
and,CC,O
a,DT,O
33,CD,O
%,NN,O
increase,NN,O
in,IN,O
the,DT,O
cmax,NN,O
of,IN,O
acamprosate,NN,D
.,.,.
,,
no,DT,O
adjustment,NN,O
of,IN,O
dosage,NN,O
is,VBZ,O
recommended,VBN,O
in,IN,O
such,JJ,O
patients,NNS,O
.,.,.
,,
the,DT,O
pharmacokinetics,NNS,O
of,IN,O
naltrexone,NN,D
and,CC,O
its,PRP$,O
major,JJ,O
metabolite,NN,O
6-beta-naltrexol,NN,D_n
were,VBD,O
unaffected,JJ,O
following,VBG,O
co-administration,NN,O
with,IN,O
acamprosate,NNP,D
.,.,.
,,
other,JJ,O
concomitant,JJ,O
therapies,NNS,O
:,:,O
in,IN,O
clinical,JJ,O
trials,NNS,O
",",",",O
the,DT,O
safety,NN,O
profile,NN,O
in,IN,O
subjects,NNS,O
treated,VBN,O
with,IN,O
acamprosate,NNP,D
concomitantly,RB,O
with,IN,O
anxiolytics,NNS,G
",",",",O
hypnotics,NNS,G
and,CC,O
sedatives,NNS,G
-lrb-,-LRB-,O
including,VBG,O
benzodiazepines,NNS,G
-rrb-,-RRB-,O
",",",",O
or,CC,O
non-opioid,JJ,O
analgesics,NNS,G
was,VBD,O
similar,JJ,O
to,TO,O
that,DT,O
of,IN,O
subjects,NNS,O
taking,VBG,O
placebo,NN,O
with,IN,O
these,DT,O
concomitant,JJ,O
medications,NNS,O
.,.,.
,,
patients,NNS,O
taking,VBG,O
acamprosate,NNP,D
concomitantly,RB,O
with,IN,O
antidepressants,NNS,G
more,RBR,O
commonly,RB,O
reported,VBD,O
both,CC,O
weight,NN,O
gain,NN,O
and,CC,O
weight,NN,O
loss,NN,O
",",",",O
compared,VBN,O
with,IN,O
patients,NNS,O
taking,VBG,O
either,CC,O
medication,NN,O
alone,RB,O
.,.,.
,,
certain,JJ,O
drugs,NNS,D
tend,VBP,O
to,TO,O
produce,VB,O
hyperglycemia,NN,O
and,CC,O
may,MD,O
lead,VB,O
to,TO,O
loss,NN,O
of,IN,O
blood,NN,O
glucose,NN,O
control,NN,O
.,.,.
,,
these,DT,O
drugs,NNS,D
include,VBP,O
the,DT,O
thiazides,NNS,G
and,CC,O
other,JJ,O
diuretics,NNS,G
",",",",O
corticosteroids,NNS,G
",",",",O
phenothiazines,NNS,G
",",",",O
thyroid,NN,G
products,NNS,O
",",",",O
estrogens,NNS,G
",",",",O
oral,JJ,O
contraceptives,NNS,G
",",",",O
phenytoin,NN,D
",",",",O
nicotinic,JJ,O
acid,NN,O
",",",",O
sympathomimetics,NNS,G
",",",",O
calcium,NN,D
channel-blocking,NN,O
drugs,NNS,D
",",",",O
and,CC,O
isoniazid,NN,D
.,.,.
,,
when,WRB,O
such,JJ,O
drugs,NNS,D
are,VBP,O
administered,VBN,O
to,TO,O
a,DT,O
patient,NN,O
receiving,VBG,O
acarbose,NNP,D
",",",",O
the,DT,O
patient,NN,O
should,MD,O
be,VB,O
closely,RB,O
observed,VBN,O
for,IN,O
loss,NN,O
of,IN,O
blood,NN,O
glucose,NN,O
control,NN,O
.,.,.
,,
when,WRB,O
such,JJ,O
drugs,NNS,D
are,VBP,O
withdrawn,VBN,O
from,IN,O
patients,NNS,O
receiving,VBG,O
acarbose,NNP,D
in,IN,O
combination,NN,O
with,IN,O
sulfonylureas,NNS,G
or,CC,O
insulin,NN,D
",",",",O
patients,NNS,O
should,MD,O
be,VB,O
observed,VBN,O
closely,RB,O
for,IN,O
any,DT,O
evidence,NN,O
of,IN,O
hypoglycemia,NN,O
.,.,.
,,
intestinal,JJ,O
adsorbents,NNS,O
-lrb-,-LRB-,O
e.,FW,O
g.,FW,O
",",",",O
charcoal,NN,D
-rrb-,-RRB-,O
and,CC,O
digestive,JJ,O
enzyme,NN,O
preparations,NNS,O
containing,VBG,O
carbohydrate-splitting,JJ,O
enzymes,NNS,O
-lrb-,-LRB-,O
e.,FW,O
g.,FW,O
",",",",O
amylase,NN,D
",",",",O
pancreatin,NN,D
-rrb-,-RRB-,O
may,MD,O
reduce,VB,O
the,DT,O
effect,NN,O
of,IN,O
acarbose,NNP,D
and,CC,O
should,MD,O
not,RB,O
be,VB,O
taken,VBN,O
concomitantly,RB,O
.,.,.
,,
acarbose,NNP,D
has,VBZ,O
been,VBN,O
shown,VBN,O
to,TO,O
change,VB,O
the,DT,O
bioavailabillty,NN,O
digoxin,NN,D
when,WRB,O
they,PRP,O
are,VBP,O
co-administered,JJ,O
",",",",O
which,WDT,O
may,MD,O
require,VB,O
digoxin,NN,D
dose,NN,O
adjustment,NN,O
.,.,.
,,
studies,NNS,O
in,IN,O
healthy,JJ,O
volunteers,NNS,O
have,VBP,O
shown,VBN,O
that,IN,O
acarbose,NNP,D
has,VBZ,O
no,DT,O
effect,NN,O
on,IN,O
either,CC,O
the,DT,O
pharmacokinetics,NNS,O
or,CC,O
pharmacodynamics,NNS,O
of,IN,O
digoxin,NN,D
",",",",O
nifedipine,NN,D
",",",",O
propranolol,NN,D
",",",",O
or,CC,O
ranitidine,NN,D
.,.,.
,,
acarbose,NNP,D
did,VBD,O
not,RB,O
interfere,VB,O
with,IN,O
the,DT,O
absorption,NN,O
or,CC,O
disposition,NN,O
of,IN,O
the,DT,O
sulfonylurea,NN,G
glyburide,NN,D
in,IN,O
diabetic,JJ,O
patients,NNS,O
.,.,.
,,
acarbose,NNP,D
may,MD,O
affect,VB,O
digoxin,NN,D
bioavailabillty,NN,O
and,CC,O
may,MD,O
require,VB,O
dose,NN,O
adjustment,NN,O
of,IN,O
digoxin,NN,D
by,IN,O
16,CD,O
%,NN,O
-lrb-,-LRB-,O
90,CD,O
%,NN,O
confidence,NN,O
interval,NN,O
:,:,O
23-Aug,CD,O
%,NN,O
-rrb-,-RRB-,O
",",",",O
decrease,NN,O
mean,NN,O
c,NN,O
max,NN,O
digoxin,NN,D
by,IN,O
26,CD,O
%,NN,O
-lrb-,-LRB-,O
90,CD,O
%,NN,O
confidence,NN,O
interval,NN,O
:,:,O
16-34,CD,O
%,NN,O
-rrb-,-RRB-,O
and,CC,O
decrease,VB,O
mean,JJ,O
trough,NN,O
concentrations,NNS,O
of,IN,O
digoxin,NN,D
by,IN,O
9,CD,O
%,NN,O
-lrb-,-LRB-,O
90,CD,O
%,NN,O
confidence,NN,O
limit,NN,O
:,:,O
19,CD,O
%,NN,O
decrease,NN,O
to,TO,O
2,CD,O
%,NN,O
increase,NN,O
-rrb-,-RRB-,O
.,.,.
,,
the,DT,O
amount,NN,O
of,IN,O
metformin,NN,D
absorbed,VBN,O
while,IN,O
taking,VBG,O
acarbose,NNP,D
was,VBD,O
bioequivalent,JJ,O
to,TO,O
the,DT,O
amount,NN,O
absorbed,VBN,O
when,WRB,O
taking,VBG,O
placebo,NN,O
",",",",O
as,IN,O
indicated,VBN,O
by,IN,O
the,DT,O
plasma,NN,O
auc,NN,O
values,NNS,O
.,.,.
,,
however,RB,O
",",",",O
the,DT,O
peak,NN,O
plasma,NN,O
level,NN,O
of,IN,O
metformin,NN,D
was,VBD,O
reduced,VBN,O
by,IN,O
approximately,RB,O
20,CD,O
%,NN,O
when,WRB,O
taking,VBG,O
acarbose,NNP,D
due,JJ,O
to,TO,O
a,DT,O
slight,JJ,O
delay,NN,O
in,IN,O
the,DT,O
absorption,NN,O
of,IN,O
metformin,NN,D
.,.,.
,,
there,EX,O
is,VBZ,O
little,JJ,O
if,IN,O
any,DT,O
clinically,RB,O
significant,JJ,O
interaction,NN,O
between,IN,O
acarbose,NNP,D
and,CC,O
metformin,NN,D
.,.,.
,,
catecholamine-depleting,JJ,O
drugs,NNS,D
",",",",O
such,JJ,O
as,IN,O
reserpine,NN,D
",",",",O
may,MD,O
have,VB,O
an,DT,O
additive,JJ,O
effect,NN,O
when,WRB,O
given,VBN,O
with,IN,O
beta-blocking,JJ,D
agents,NNS,O
.,.,.
,,
patients,NNS,O
treated,VBN,O
with,IN,O
acebutolol,NN,D
plus,CC,O
catecholamine,NN,O
depletors,NNS,O
should,MD,O
",",",",O
therefore,RB,O
",",",",O
be,VB,O
observed,VBN,O
closely,RB,O
for,IN,O
evidence,NN,O
of,IN,O
marked,JJ,O
bradycardia,NN,O
or,CC,O
hypotension,NN,O
which,WDT,O
may,MD,O
present,VB,O
as,IN,O
vertigo,NN,O
",",",",O
syncope/presyncope,NN,O
",",",",O
or,CC,O
orthostatic,JJ,O
changes,NNS,O
in,IN,O
blood,NN,O
pressure,NN,O
without,IN,O
compensatory,JJ,O
tachycardia,NN,O
.,.,.
,,
exaggerated,JJ,O
hypertensive,JJ,O
responses,NNS,O
have,VBP,O
been,VBN,O
reported,VBN,O
from,IN,O
the,DT,O
combined,VBN,O
use,NN,O
of,IN,O
beta-adrenergic,JJ,O
antagonists,NNS,O
and,CC,O
alpha-adrenergic,JJ,O
stimulants,NNS,O
",",",",O
including,VBG,O
those,DT,O
contained,VBN,O
in,IN,O
proprietary,JJ,O
cold,JJ,O
remedies,NNS,O
and,CC,O
vasoconstrictive,JJ,O
nasal,JJ,O
drops,NNS,O
.,.,.
,,
patients,NNS,O
receiving,VBG,O
beta-blockers,NNS,G
should,MD,O
be,VB,O
warned,VBN,O
of,IN,O
this,DT,O
potential,JJ,O
hazard,NN,O
.,.,.
,,
blunting,VBG,O
of,IN,O
the,DT,O
antihypertensive,JJ,G
effect,NN,O
of,IN,O
beta-adrenoceptor,NN,O
blocking,VBG,O
agents,NNS,O
by,IN,O
nonsteroidal,JJ,O
anti-inflammatory,JJ,G
drugs,NNS,D
has,VBZ,O
been,VBN,O
reported,VBN,O
.,.,.
,,
no,DT,O
significant,JJ,O
interactions,NNS,O
with,IN,O
digoxin,NN,D
",",",",O
hydrochlorothiazide,NN,D
",",",",O
hydralazine,NN,D
",",",",O
sulfinpyrazone,NN,D
",",",",O
oral,JJ,O
contraceptives,NNS,G
",",",",O
tolbutamide,NN,D
",",",",O
or,CC,O
warfarin,NN,D
have,VBP,O
been,VBN,O
observed,VBN,O
.,.,.
,,
diamox,NNP,B
modifies,VBZ,O
phenytoin,NN,D
metabolism,NN,O
with,IN,O
increased,VBN,O
serum,NN,O
levels,NNS,O
of,IN,O
phenytoin,NN,D
.,.,.
,,
this,DT,O
may,MD,O
increase,VB,O
or,CC,O
enhance,VB,O
the,DT,O
occurrence,NN,O
of,IN,O
osteomalacia,NN,O
in,IN,O
some,DT,O
patients,NNS,O
receiving,VBG,O
chronic,JJ,O
phenytoin,NN,D
therapy,NN,O
.,.,.
,,
caution,NN,O
is,VBZ,O
advised,VBN,O
in,IN,O
patients,NNS,O
receiving,VBG,O
chronic,JJ,O
concomitant,JJ,O
therapy,NN,O
.,.,.
,,
by,IN,O
decreasing,VBG,O
the,DT,O
gastrointestinal,JJ,O
absorption,NN,O
of,IN,O
primidone,NN,D
",",",",O
diamox,NNP,B
may,MD,O
decrease,VB,O
serum,NN,O
concentrations,NNS,O
of,IN,O
primidone,NN,D
and,CC,O
its,PRP$,O
metabolites,NNS,O
",",",",O
with,IN,O
a,DT,O
consequent,JJ,O
possible,JJ,O
decrease,NN,O
in,IN,O
anticonvulsant,JJ,G
effect,NN,O
.,.,.
,,
caution,NN,O
is,VBZ,O
advised,VBN,O
when,WRB,O
beginning,VBG,O
",",",",O
discontinuing,VBG,O
",",",",O
or,CC,O
changing,VBG,O
the,DT,O
dose,NN,O
of,IN,O
diamox,NNP,B
in,IN,O
patients,NNS,O
receiving,VBG,O
primidone,NN,D
.,.,.
,,
because,IN,O
of,IN,O
possible,JJ,O
additive,JJ,O
effects,NNS,O
with,IN,O
other,JJ,O
carbonic,JJ,O
anhydrase,NN,O
inhibitors,NNS,O
",",",",O
concomitant,JJ,O
use,NN,O
is,VBZ,O
not,RB,O
advisable,JJ,O
.,.,.
,,
acetazolamide,NNP,D
may,MD,O
increase,VB,O
the,DT,O
effects,NNS,O
of,IN,O
other,JJ,O
folic,JJ,O
acid,NN,O
antagonists,NNS,O
.,.,.
,,
acetazolamide,NNP,D
may,MD,O
increase,VB,O
or,CC,O
decrease,VB,O
blood,NN,O
glucose,NN,O
levels,NNS,O
.,.,.
,,
consideration,NN,O
should,MD,O
be,VB,O
taken,VBN,O
in,IN,O
patients,NNS,O
being,VBG,O
treated,VBN,O
with,IN,O
antidiabetic,JJ,D
agents,NNS,O
.,.,.
,,
acetazolamide,NN,D
decreases,VBZ,O
urinary,JJ,O
excretion,NN,O
of,IN,O
amphetamine,NN,D
and,CC,O
may,MD,O
enhance,VB,O
the,DT,O
magnitude,NN,O
and,CC,O
duration,NN,O
of,IN,O
their,PRP$,O
effect,NN,O
.,.,.
,,
acetazolamide,NNP,D
reduces,VBZ,O
urinary,JJ,O
excretion,NN,O
of,IN,O
quinidine,NN,D
and,CC,O
may,MD,O
enhance,VB,O
its,PRP$,O
effect,NN,O
.,.,.
,,
acetazolamide,NNP,D
may,MD,O
prevent,VB,O
the,DT,O
urinary,JJ,O
antiseptic,JJ,O
effect,NN,O
of,IN,O
methenamine,NN,D
.,.,.
,,
acetazolamide,NNP,D
increases,VBZ,O
lithium,NN,D
excretion,NN,O
and,CC,O
the,DT,O
lithium,NN,D
may,MD,O
be,VB,O
decreased,VBN,O
.,.,.
,,
acetazolamide,NNP,D
and,CC,O
sodium,NN,O
bicarbonate,NN,O
used,VBN,O
concurrently,RB,O
increases,VBZ,O
the,DT,O
risk,NN,O
of,IN,O
renal,JJ,O
calculus,NN,O
formation,NN,O
.,.,.
,,
acetazolamide,NNP,D
may,MD,O
elevate,VB,O
cyclosporine,NN,D
levels,NNS,O
.,.,.
,,
concomitant,JJ,O
use,NN,O
with,IN,O
iron,NN,D
supplements,NNS,O
may,MD,O
result,VB,O
in,IN,O
the,DT,O
reduced,VBN,O
absorption,NN,O
of,IN,O
iron,NN,D
.,.,.
,,
co-administration,NN,O
of,IN,O
probenecid,NN,D
with,IN,O
acyclovir,NN,D
has,VBZ,O
been,VBN,O
shown,VBN,O
to,TO,O
increase,VB,O
the,DT,O
mean,NN,O
half-life,NN,O
and,CC,O
the,DT,O
area,NN,O
under,IN,O
the,DT,O
concentration-time,JJ,O
curve,NN,O
.,.,.
,,
urinary,JJ,O
excretion,NN,O
and,CC,O
renal,JJ,O
clearance,NN,O
were,VBD,O
correspondingly,RB,O
reduced,VBN,O
.,.,.
,,
the,DT,O
clinical,JJ,O
effects,NNS,O
of,IN,O
this,DT,O
combination,NN,O
have,VBP,O
not,RB,O
been,VBN,O
studied,VBN,O
.,.,.
,,
ethanol,NN,D
:,:,O
clinical,JJ,O
evidence,NN,O
has,VBZ,O
shown,VBN,O
that,IN,O
etretinate,NN,D
can,MD,O
be,VB,O
formed,VBN,O
with,IN,O
concurrent,JJ,O
ingestion,NN,O
of,IN,O
acitretin,NN,D
and,CC,O
ethanol,NN,D
.,.,.
,,
glibenclamide,NNP,D
:,:,O
in,IN,O
a,DT,O
study,NN,O
of,IN,O
7,CD,O
healthy,JJ,O
male,JJ,O
volunteers,NNS,O
",",",",O
acitretin,NN,D
treatment,NN,O
potentiated,VBD,O
the,DT,O
blood,NN,O
glucose,NN,O
lowering,VBG,O
effect,NN,O
of,IN,O
glibenclamide,NN,D
-lrb-,-LRB-,O
a,DT,O
sulfonylurea,NN,G
similar,JJ,O
to,TO,O
chlorpropamide,NN,D
-rrb-,-RRB-,O
in,IN,O
3,CD,O
of,IN,O
the,DT,O
7,CD,O
subjects,NNS,O
.,.,.
,,
repeating,VBG,O
the,DT,O
study,NN,O
with,IN,O
6,CD,O
healthy,JJ,O
male,JJ,O
volunteers,NNS,O
in,IN,O
the,DT,O
absence,NN,O
of,IN,O
glibenclamide,NN,D
did,VBD,O
not,RB,O
detect,VB,O
an,DT,O
effect,NN,O
of,IN,O
acitretin,NN,D
on,IN,O
glucose,NN,O
tolerance,NN,O
.,.,.
,,
careful,JJ,O
supervision,NN,O
of,IN,O
diabetic,JJ,O
patients,NNS,O
under,IN,O
treatment,NN,O
with,IN,O
soriatane,NN,B
is,VBZ,O
recommended,VBN,O
.,.,.
,,
hormonal,JJ,O
contraceptives,NNS,G
:,:,O
it,PRP,O
has,VBZ,O
not,RB,O
been,VBN,O
established,VBN,O
if,IN,O
there,EX,O
is,VBZ,O
a,DT,O
pharmacokinetic,JJ,O
interaction,NN,O
between,IN,O
acitretin,NN,D
and,CC,O
combined,VBN,O
oral,JJ,O
contraceptives,NNS,G
.,.,.
,,
however,RB,O
",",",",O
it,PRP,O
has,VBZ,O
been,VBN,O
established,VBN,O
that,IN,O
acitretin,NN,D
interferes,VBZ,O
with,IN,O
the,DT,O
contraceptive,JJ,G
effect,NN,O
of,IN,O
microdosed,JJ,O
progestin,NN,G
minipill,NN,O
preparations,NNS,O
.,.,.
,,
microdosed,JJ,O
minipill,NN,O
progestin,NN,G
preparations,NNS,O
are,VBP,O
not,RB,O
recommended,VBN,O
for,IN,O
use,NN,O
with,IN,O
soriatane,NN,B
.,.,.
,,
it,PRP,O
is,VBZ,O
not,RB,O
known,VBN,O
whether,IN,O
other,JJ,O
progestational,JJ,O
contraceptives,NNS,G
",",",",O
such,JJ,O
as,IN,O
implants,NNS,O
and,CC,O
injectables,NNS,O
",",",",O
are,VBP,O
adequate,JJ,O
methods,NNS,O
of,IN,O
contraception,NN,O
during,IN,O
acitretin,NN,D
therapy,NN,O
.,.,.
,,
methotrexate,NNP,D
:,:,O
an,DT,O
increased,VBN,O
risk,NN,O
of,IN,O
hepatitis,NN,O
has,VBZ,O
been,VBN,O
reported,VBN,O
to,TO,O
result,VB,O
from,IN,O
combined,VBN,O
use,NN,O
of,IN,O
methotrexate,NN,D
and,CC,O
etretinate,NN,D
.,.,.
,,
consequently,RB,O
",",",",O
the,DT,O
combination,NN,O
of,IN,O
methotrexate,NN,D
with,IN,O
acitretin,NN,D
is,VBZ,O
also,RB,O
contraindicated,VBN,O
.,.,.
,,
phenytoin,NNP,D
:,:,O
if,IN,O
acitretin,NN,D
is,VBZ,O
given,VBN,O
concurrently,RB,O
with,IN,O
phenytoin,NN,D
",",",",O
the,DT,O
protein,NN,O
binding,NN,O
of,IN,O
phenytoin,NN,D
may,MD,O
be,VB,O
reduced,VBN,O
.,.,.
,,
tetracyclines,NNS,G
:,:,O
since,IN,O
both,DT,O
acitretin,NN,D
and,CC,O
tetracyclines,NNS,G
can,MD,O
cause,VB,O
increased,VBN,O
intracranial,JJ,O
pressure,NN,O
",",",",O
their,PRP$,O
combined,VBN,O
use,NN,O
is,VBZ,O
contraindicated,VBN,O
.,.,.
,,
vitamin,NN,O
a,NN,O
and,CC,O
oral,JJ,O
retinoids,NNS,G
:,:,O
concomitant,JJ,O
administration,NN,O
of,IN,O
vitamin,NN,G
a,NN,O
and/or,CC,O
other,JJ,O
oral,JJ,O
retinoids,NNS,G
with,IN,O
acitretin,NN,D
must,MD,O
be,VB,O
avoided,VBN,O
because,IN,O
of,IN,O
the,DT,O
risk,NN,O
of,IN,O
hypervitaminosis,NN,O
a.,NN,O
other,JJ,O
:,:,O
there,EX,O
appears,VBZ,O
to,TO,O
be,VB,O
no,DT,O
pharmacokinetic,JJ,O
interaction,NN,O
between,IN,O
acitretin,NN,D
and,CC,O
cimetidine,NN,D
",",",",O
digoxin,NN,D
",",",",O
or,CC,O
glyburide,NN,D
.,.,.
,,
investigations,NNS,O
into,IN,O
the,DT,O
effect,NN,O
of,IN,O
acitretin,NN,D
on,IN,O
the,DT,O
protein,NN,O
binding,NN,O
of,IN,O
anticoagulants,NNS,G
of,IN,O
the,DT,O
coumarin,NN,G
type,NN,O
-lrb-,-LRB-,O
warfarin,NN,D
-rrb-,-RRB-,O
revealed,VBD,O
no,DT,O
interaction,NN,O
.,.,.
,,
laboratory,NN,O
tests,NNS,O
if,IN,O
significant,JJ,O
abnormal,JJ,O
laboratory,NN,O
results,NNS,O
are,VBP,O
obtained,VBN,O
",",",",O
either,CC,O
dosage,NN,O
reduction,NN,O
with,IN,O
careful,JJ,O
monitoring,NN,O
or,CC,O
treatment,NN,O
discontinuation,NN,O
is,VBZ,O
recommended,VBN,O
",",",",O
depending,VBG,O
on,IN,O
clinical,JJ,O
judgement,NN,O
.,.,.
,,
blood,NN,O
sugar,NNP,O
:,:,O
some,DT,O
patients,NNS,O
receiving,VBG,O
retinoids,NNS,G
have,VBP,O
experienced,VBN,O
problems,NNS,O
with,IN,O
blood,NN,O
sugar,NN,O
control,NN,O
.,.,.
,,
in,IN,O
addition,NN,O
",",",",O
new,JJ,O
cases,NNS,O
of,IN,O
diabetes,NNS,O
have,VBP,O
been,VBN,O
diagnosed,VBN,O
during,IN,O
retinoid,NN,G
therapy,NN,O
",",",",O
including,VBG,O
diabetic,JJ,O
ketoacidosis,NN,O
.,.,.
,,
in,IN,O
diabetics,NNS,O
",",",",O
blood-sugar,JJ,O
levels,NNS,O
